Ship_Mode,Segment,State,Region,Category,Sub_Category,Sales,Discount,Profit,Discount_%
First Class,Corporate,Maryland,East,Office Supplies,Art,37.2,0,9.3,0%
First Class,Corporate,Maryland,East,Technology,Accessories,89.97,0,18.8937,0%
First Class,Corporate,Maryland,East,Furniture,Chairs,261.96,0,23.5764,0%
First Class,Corporate,Maryland,East,Office Supplies,Labels,74,0,37,0%
Standard Class,Home Office,Kentucky,South,Furniture,Furnishings,13.28,0,6.3744,0%
Standard Class,Consumer,Tennessee,South,Office Supplies,Storage,84.96,0.2,6.372,0.1-0.4%
Second Class,Consumer,California,West,Technology,Accessories,68.46,0,25.3302,0%
Standard Class,Home Office,Rhode Island,East,Office Supplies,Storage,2079.4,0,582.232,0%
Standard Class,Home Office,Rhode Island,East,Technology,Phones,629.95,0,176.386,0%
Standard Class,Home Office,Rhode Island,East,Furniture,Furnishings,72.42,0,23.8986,0%
Standard Class,Home Office,Michigan,Central,Technology,Phones,131.98,0,35.6346,0%
Standard Class,Home Office,Michigan,Central,Technology,Accessories,114.52,0,11.452,0%
Standard Class,Home Office,Texas,Central,Office Supplies,Labels,100.24,0.2,33.831,0.1-0.4%
Second Class,Consumer,Tennessee,South,Office Supplies,Appliances,871.8,0.2,87.18,0.1-0.4%
First Class,Corporate,Pennsylvania,East,Furniture,Bookcases,61.96,0.5,-53.2856,0.5-0.8%
Standard Class,Consumer,Florida,South,Office Supplies,Binders,4.554,0.7,-3.4914,0.5-0.8%
Standard Class,Consumer,Florida,South,Office Supplies,Appliances,5.2,0.2,0.585,0.1-0.4%
Standard Class,Consumer,Florida,South,Technology,Accessories,205.992,0.2,-2.5749,0.1-0.4%
Standard Class,Consumer,Florida,South,Office Supplies,Paper,15.552,0.2,5.4432,0.1-0.4%
Standard Class,Consumer,Florida,South,Technology,Phones,503.96,0.2,50.396,0.1-0.4%
Standard Class,Consumer,Florida,South,Office Supplies,Appliances,24.472,0.2,1.8354,0.1-0.4%
Standard Class,Consumer,Florida,South,Furniture,Bookcases,241.568,0.2,0,0.1-0.4%
Standard Class,Consumer,Florida,South,Technology,Accessories,110.4,0.2,-4.14,0.1-0.4%
Standard Class,Corporate,New York,East,Furniture,Tables,384.768,0.4,-115.4304,0.1-0.4%
Standard Class,Corporate,New York,East,Technology,Machines,78.66,0,36.1836,0%
Standard Class,Corporate,New York,East,Office Supplies,Paper,45.36,0,22.2264,0%
Standard Class,Consumer,North Carolina,South,Office Supplies,Appliances,962.08,0.2,156.338,0.1-0.4%
Standard Class,Consumer,North Carolina,South,Office Supplies,Binders,12.843,0.7,-9.8463,0.5-0.8%
Standard Class,Consumer,North Carolina,South,Office Supplies,Paper,295.456,0.2,96.0232,0.1-0.4%
Standard Class,Consumer,New York,East,Office Supplies,Paper,32.4,0,15.552,0%
Standard Class,Corporate,Pennsylvania,East,Furniture,Furnishings,103.936,0.2,16.8896,0.1-0.4%
Standard Class,Corporate,Florida,South,Furniture,Bookcases,289.568,0.2,10.8588,0.1-0.4%
Standard Class,Corporate,Florida,South,Office Supplies,Storage,39.72,0.2,4.4685,0.1-0.4%
Standard Class,Corporate,Florida,South,Technology,Phones,244.768,0.2,24.4768,0.1-0.4%
Second Class,Consumer,Texas,Central,Technology,Accessories,24,0.2,-2.7,0.1-0.4%
Second Class,Consumer,Texas,Central,Office Supplies,Paper,15.552,0.2,5.4432,0.1-0.4%
Second Class,Consumer,Texas,Central,Technology,Accessories,26.176,0.2,-3.272,0.1-0.4%
Standard Class,Home Office,Kentucky,South,Furniture,Furnishings,20.94,0,6.0726,0%
Standard Class,Home Office,Kentucky,South,Office Supplies,Binders,135.09,0,62.1414,0%
Standard Class,Home Office,Kentucky,South,Technology,Accessories,279.86,0,64.3678,0%
Standard Class,Home Office,Kentucky,South,Office Supplies,Binders,90.06,0,41.4276,0%
Standard Class,Consumer,Ohio,East,Technology,Phones,539.964,0.4,-107.9928,0.1-0.4%
Standard Class,Consumer,Ohio,East,Technology,Phones,50.232,0.4,-10.0464,0.1-0.4%
Standard Class,Consumer,Ohio,East,Office Supplies,Binders,19.242,0.7,-13.4694,0.5-0.8%
Second Class,Corporate,New York,East,Office Supplies,Storage,1247.64,0,349.3392,0%
Standard Class,Corporate,Illinois,Central,Office Supplies,Art,5.304,0.2,0.4641,0.1-0.4%
Second Class,Corporate,Pennsylvania,East,Office Supplies,Paper,19.136,0.2,5.98,0.1-0.4%
Second Class,Corporate,Pennsylvania,East,Furniture,Furnishings,332.832,0.2,-24.9624,0.1-0.4%
Standard Class,Corporate,New York,East,Office Supplies,Paper,279.9,0,137.151,0%
Standard Class,Corporate,New York,East,Office Supplies,Binders,50.352,0.2,17.6232,0.1-0.4%
Standard Class,Corporate,New York,East,Office Supplies,Paper,34.02,0,16.6698,0%
Standard Class,Home Office,California,West,Office Supplies,Art,23.88,0,8.1192,0%
Standard Class,Home Office,California,West,Office Supplies,Labels,11.52,0,5.6448,0%
Standard Class,Home Office,California,West,Office Supplies,Paper,286.93,0,140.5957,0%
Standard Class,Home Office,California,West,Technology,Phones,206.384,0.2,23.2182,0.1-0.4%
Standard Class,Consumer,California,West,Furniture,Chairs,218.352,0.2,0,0.1-0.4%
Standard Class,Consumer,California,West,Furniture,Furnishings,529.9,0,105.98,0%
Standard Class,Consumer,California,West,Office Supplies,Art,99.3,0,41.706,0%
Standard Class,Consumer,California,West,Office Supplies,Appliances,108.96,0,30.5088,0%
Standard Class,Consumer,California,West,Office Supplies,Binders,2.688,0.2,0.84,0.1-0.4%
Second Class,Consumer,Michigan,Central,Office Supplies,Binders,5443.96,0,2504.2216,0%
Second Class,Consumer,Michigan,Central,Furniture,Chairs,302.67,0,72.6408,0%
Second Class,Consumer,Michigan,Central,Office Supplies,Paper,56.07,0,25.2315,0%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Labels,10.08,0.2,3.276,0.1-0.4%
Standard Class,Home Office,Pennsylvania,East,Technology,Phones,59.994,0.4,-12.9987,0.1-0.4%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,5.715,0.7,-4.7625,0.5-0.8%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,9.42,0.7,-7.85,0.5-0.8%
Second Class,Corporate,Rhode Island,East,Technology,Copiers,1999.96,0,899.982,0%
Standard Class,Home Office,New York,East,Office Supplies,Storage,216.4,0,56.264,0%
Standard Class,Home Office,Texas,Central,Office Supplies,Labels,6.936,0.2,2.3409,0.1-0.4%
Standard Class,Home Office,Texas,Central,Office Supplies,Binders,4.428,0.8,-6.8634,0.5-0.8%
Standard Class,Consumer,Minnesota,Central,Office Supplies,Art,8.8,0,2.552,0%
Standard Class,Consumer,Minnesota,Central,Technology,Accessories,142.8,0,29.988,0%
Standard Class,Consumer,Minnesota,Central,Technology,Accessories,399.95,0,143.982,0%
Standard Class,Consumer,New York,East,Office Supplies,Binders,2152.776,0.2,726.5619,0.1-0.4%
Standard Class,Consumer,New York,East,Furniture,Bookcases,4007.84,0.2,-50.098,0.1-0.4%
First Class,Corporate,Tennessee,South,Furniture,Tables,328.59,0.4,-147.8655,0.1-0.4%
First Class,Corporate,Tennessee,South,Office Supplies,Storage,98.352,0.2,-24.588,0.1-0.4%
Standard Class,Corporate,Delaware,East,Technology,Phones,158.99,0,41.3374,0%
Standard Class,Corporate,Delaware,East,Furniture,Chairs,291.1,0,75.686,0%
First Class,Consumer,Washington,West,Office Supplies,Paper,73.68,0,34.6296,0%
First Class,Consumer,Washington,West,Furniture,Furnishings,139.92,0,23.7864,0%
First Class,Consumer,Washington,West,Technology,Phones,107.88,0.2,10.788,0.1-0.4%
First Class,Consumer,Washington,West,Office Supplies,Storage,33.29,0,7.9896,0%
Standard Class,Consumer,Ohio,East,Office Supplies,Binders,58.17,0.7,-46.536,0.5-0.8%
Standard Class,Consumer,Ohio,East,Office Supplies,Labels,5.04,0.2,1.764,0.1-0.4%
Standard Class,Consumer,Ohio,East,Office Supplies,Paper,24.784,0.2,7.745,0.1-0.4%
Standard Class,Home Office,Illinois,Central,Furniture,Chairs,634.116,0.3,-172.1172,0.1-0.4%
Standard Class,Home Office,Illinois,Central,Office Supplies,Paper,17.472,0.2,5.6784,0.1-0.4%
First Class,Home Office,Minnesota,Central,Furniture,Chairs,155.88,0,38.97,0%
Second Class,Consumer,New York,East,Furniture,Chairs,327.564,0.1,21.8376,0.1-0.4%
Second Class,Home Office,California,West,Office Supplies,Paper,13.36,0,6.4128,0%
Second Class,Home Office,California,West,Office Supplies,Storage,158.9,0,7.945,0%
Second Class,Home Office,Illinois,Central,Technology,Accessories,319.968,0.2,71.9928,0.1-0.4%
Second Class,Home Office,Illinois,Central,Office Supplies,Storage,505.32,0.2,31.5825,0.1-0.4%
Second Class,Home Office,Illinois,Central,Office Supplies,Paper,3.808,0.2,1.2376,0.1-0.4%
Second Class,Home Office,Illinois,Central,Office Supplies,Binders,8.682,0.8,-14.7594,0.5-0.8%
Second Class,Home Office,Illinois,Central,Office Supplies,Labels,24.424,0.2,7.9378,0.1-0.4%
Standard Class,Corporate,New York,East,Furniture,Chairs,1522.638,0.1,169.182,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Envelopes,419.9,0,197.353,0%
Standard Class,Corporate,California,West,Office Supplies,Labels,3.15,0,1.512,0%
First Class,Corporate,Texas,Central,Office Supplies,Appliances,33.62,0.8,-90.774,0.5-0.8%
Standard Class,Consumer,Massachusetts,East,Office Supplies,Binders,16.14,0,7.9086,0%
Standard Class,Consumer,Massachusetts,East,Furniture,Tables,194.25,0.3,-38.85,0.1-0.4%
Standard Class,Consumer,Massachusetts,East,Office Supplies,Art,8.64,0,2.5056,0%
Standard Class,Consumer,Massachusetts,East,Furniture,Chairs,872.32,0,244.2496,0%
Second Class,Consumer,Texas,Central,Office Supplies,Binders,243.992,0.8,-426.986,0.5-0.8%
Second Class,Consumer,Texas,Central,Office Supplies,Art,7.12,0.2,0.712,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Art,2.688,0.2,1.008,0.1-0.4%
Standard Class,Consumer,Texas,Central,Furniture,Chairs,317.058,0.3,-18.1176,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Envelopes,149.352,0.2,50.4063,0.1-0.4%
Standard Class,Consumer,Texas,Central,Technology,Accessories,227.976,0.2,28.497,0.1-0.4%
Standard Class,Consumer,Washington,West,Office Supplies,Paper,11.96,0,5.8604,0%
Standard Class,Corporate,New Jersey,East,Office Supplies,Storage,563.4,0,67.608,0%
Standard Class,Corporate,New Jersey,East,Technology,Machines,319.92,0,118.3704,0%
Standard Class,Consumer,California,West,Technology,Accessories,1049.44,0,440.7648,0%
Standard Class,Consumer,California,West,Furniture,Chairs,170.352,0.2,-17.0352,0.1-0.4%
Second Class,Consumer,Virginia,South,Technology,Phones,173.94,0,50.4426,0%
Standard Class,Consumer,Washington,West,Technology,Phones,1007.944,0.2,75.5958,0.1-0.4%
Same Day,Consumer,Washington,West,Office Supplies,Paper,6.68,0,3.2064,0%
Same Day,Consumer,Washington,West,Office Supplies,Art,8.34,0,2.2518,0%
Same Day,Consumer,Washington,West,Furniture,Furnishings,101.94,0,30.582,0%
Standard Class,Corporate,Washington,West,Technology,Accessories,179.97,0,86.3856,0%
Standard Class,Consumer,Virginia,South,Office Supplies,Art,101.94,0,29.5626,0%
Standard Class,Consumer,Virginia,South,Technology,Phones,271.96,0,67.99,0%
Standard Class,Consumer,Virginia,South,Furniture,Furnishings,8.8,0,3.872,0%
Standard Class,Consumer,Virginia,South,Office Supplies,Art,19.68,0,5.7072,0%
Standard Class,Consumer,Virginia,South,Furniture,Bookcases,302.94,0,69.6762,0%
Standard Class,Consumer,Virginia,South,Office Supplies,Binders,14.94,0,7.1712,0%
Standard Class,Consumer,Virginia,South,Office Supplies,Supplies,231.72,0,11.586,0%
First Class,Consumer,Florida,South,Office Supplies,Labels,9.912,0.2,3.2214,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Art,34.65,0,9.702,0%
Standard Class,Corporate,California,West,Technology,Phones,19.8,0.2,1.7325,0.1-0.4%
Second Class,Consumer,New York,East,Office Supplies,Binders,33.568,0.2,11.7488,0.1-0.4%
Standard Class,Corporate,Indiana,Central,Office Supplies,Art,125.93,0,35.2604,0%
First Class,Corporate,Ohio,East,Office Supplies,Binders,11.76,0.7,-7.84,0.5-0.8%
First Class,Corporate,Ohio,East,Office Supplies,Paper,5.344,0.2,1.8704,0.1-0.4%
Standard Class,Consumer,Florida,South,Office Supplies,Binders,1.365,0.7,-0.91,0.5-0.8%
Standard Class,Consumer,Florida,South,Office Supplies,Paper,62.016,0.2,22.4808,0.1-0.4%
Standard Class,Corporate,Maryland,East,Furniture,Furnishings,60.72,0,23.6808,0%
Standard Class,Corporate,Maryland,East,Office Supplies,Paper,146.82,0,73.41,0%
Standard Class,Corporate,Maryland,East,Furniture,Chairs,239.84,0,64.7568,0%
Standard Class,Corporate,Maryland,East,Office Supplies,Labels,15.66,0,7.2036,0%
First Class,Consumer,Colorado,West,Office Supplies,Storage,146.352,0.2,-32.9292,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Fasteners,5.94,0,0,0%
Standard Class,Consumer,California,West,Office Supplies,Paper,45.36,0,21.7728,0%
Standard Class,Consumer,California,West,Technology,Phones,211.168,0.2,23.7564,0.1-0.4%
Standard Class,Consumer,California,West,Furniture,Chairs,484.704,0.2,-84.8232,0.1-0.4%
Standard Class,Consumer,California,West,Technology,Machines,371.976,0.2,116.2425,0.1-0.4%
Same Day,Corporate,Maryland,East,Office Supplies,Storage,89.82,0,25.1496,0%
First Class,Corporate,California,West,Office Supplies,Binders,19.296,0.2,6.03,0.1-0.4%
Standard Class,Consumer,Kentucky,South,Furniture,Chairs,191.96,0,51.8292,0%
Standard Class,Consumer,Kentucky,South,Office Supplies,Binders,21.3,0,9.798,0%
Standard Class,Consumer,Kentucky,South,Technology,Phones,469.95,0,131.586,0%
Standard Class,Consumer,Kentucky,South,Furniture,Furnishings,209.88,0,35.6796,0%
First Class,Consumer,California,West,Furniture,Bookcases,239.666,0.15,14.098,0.1-0.4%
First Class,Consumer,California,West,Office Supplies,Labels,22.5,0,10.8,0%
First Class,Consumer,California,West,Office Supplies,Paper,219.84,0,107.7216,0%
Second Class,Corporate,Missouri,Central,Office Supplies,Paper,32.4,0,15.552,0%
Second Class,Corporate,Missouri,Central,Office Supplies,Art,209.94,0,54.5844,0%
Second Class,Corporate,Missouri,Central,Office Supplies,Supplies,4164.05,0,83.281,0%
Second Class,Corporate,Missouri,Central,Furniture,Bookcases,212.94,0,53.235,0%
First Class,Corporate,California,West,Furniture,Furnishings,41.88,0,12.1452,0%
First Class,Corporate,California,West,Office Supplies,Labels,58.48,0,27.4856,0%
Standard Class,Consumer,Texas,Central,Furniture,Tables,102.438,0.3,-13.1706,0.1-0.4%
Standard Class,Consumer,Texas,Central,Furniture,Chairs,199.304,0.3,-8.5416,0.1-0.4%
Standard Class,Consumer,New York,East,Technology,Machines,6999.96,0,2239.9872,0%
Standard Class,Consumer,Washington,West,Office Supplies,Paper,12.96,0,6.2208,0%
Second Class,Consumer,New York,East,Technology,Phones,279.86,0,134.3328,0%
Standard Class,Home Office,North Carolina,South,Office Supplies,Binders,7.38,0.7,-5.412,0.5-0.8%
Standard Class,Consumer,Washington,West,Furniture,Chairs,698.352,0.2,52.3764,0.1-0.4%
Standard Class,Consumer,Washington,West,Furniture,Tables,1747.25,0,629.01,0%
Second Class,Home Office,Missouri,Central,Office Supplies,Appliances,54.48,0,15.2544,0%
Same Day,Consumer,California,West,Technology,Accessories,199.99,0,85.9957,0%
Same Day,Consumer,North Carolina,South,Office Supplies,Binders,68.541,0.7,-52.5481,0.5-0.8%
Same Day,Consumer,North Carolina,South,Technology,Phones,627.168,0.2,70.5564,0.1-0.4%
Same Day,Consumer,North Carolina,South,Office Supplies,Labels,122.12,0.2,39.689,0.1-0.4%
Second Class,Consumer,New York,East,Office Supplies,Art,6.99,0,2.0271,0%
Second Class,Consumer,New York,East,Office Supplies,Binders,107.424,0.2,36.2556,0.1-0.4%
Second Class,Corporate,Ohio,East,Furniture,Tables,1421.664,0.4,-734.5264,0.1-0.4%
Standard Class,Consumer,Indiana,Central,Office Supplies,Binders,125.88,0,60.4224,0%
Standard Class,Consumer,Indiana,Central,Technology,Accessories,79.78,0,29.5186,0%
Standard Class,Consumer,Indiana,Central,Office Supplies,Labels,133.2,0,66.6,0%
Standard Class,Consumer,Oregon,West,Technology,Phones,438.368,0.2,38.3572,0.1-0.4%
Standard Class,Consumer,Oregon,West,Technology,Phones,139.944,0.2,-31.4874,0.1-0.4%
Standard Class,Consumer,Oregon,West,Office Supplies,Appliances,133.472,0.2,15.0156,0.1-0.4%
Standard Class,Home Office,Oregon,West,Furniture,Tables,564.195,0.5,-304.6653,0.5-0.8%
Standard Class,Home Office,Oregon,West,Office Supplies,Appliances,87.168,0.2,8.7168,0.1-0.4%
First Class,Corporate,Texas,Central,Office Supplies,Binders,42.616,0.8,-68.1856,0.5-0.8%
First Class,Corporate,Texas,Central,Technology,Copiers,319.984,0.2,107.9946,0.1-0.4%
First Class,Corporate,Texas,Central,Office Supplies,Fasteners,45.92,0.2,15.498,0.1-0.4%
First Class,Corporate,Texas,Central,Furniture,Furnishings,21.184,0.6,-11.6512,0.5-0.8%
First Class,Corporate,Texas,Central,Office Supplies,Paper,20.736,0.2,7.2576,0.1-0.4%
First Class,Corporate,Texas,Central,Furniture,Chairs,213.43,0.3,-39.637,0.1-0.4%
Standard Class,Home Office,Arizona,West,Technology,Phones,333.576,0.2,25.0182,0.1-0.4%
Standard Class,Home Office,Arizona,West,Technology,Accessories,31.992,0.2,4.7988,0.1-0.4%
Standard Class,Home Office,Arizona,West,Office Supplies,Storage,51.168,0.2,-6.396,0.1-0.4%
Standard Class,Home Office,Arizona,West,Office Supplies,Envelopes,10.64,0.2,3.857,0.1-0.4%
Standard Class,Home Office,Arizona,West,Furniture,Furnishings,68.704,0.2,16.3172,0.1-0.4%
Standard Class,Home Office,Arizona,West,Furniture,Tables,386.91,0.5,-185.7168,0.5-0.8%
Second Class,Consumer,Massachusetts,East,Office Supplies,Art,39.66,0,11.898,0%
Second Class,Consumer,Massachusetts,East,Office Supplies,Appliances,113.92,0,33.0368,0%
Second Class,Consumer,Massachusetts,East,Office Supplies,Binders,447.86,0,210.4942,0%
Standard Class,Consumer,Virginia,South,Furniture,Tables,356.85,0,60.6645,0%
Standard Class,Consumer,Virginia,South,Office Supplies,Envelopes,251.58,0,113.211,0%
Second Class,Consumer,Texas,Central,Office Supplies,Paper,219.84,0.2,79.692,0.1-0.4%
Second Class,Consumer,New Jersey,East,Furniture,Furnishings,42.85,0,15.426,0%
Second Class,Consumer,New Jersey,East,Office Supplies,Labels,6.16,0,2.9568,0%
Second Class,Consumer,New Jersey,East,Office Supplies,Supplies,17,0,4.42,0%
Second Class,Consumer,New Jersey,East,Technology,Accessories,87.4,0,34.96,0%
Standard Class,Home Office,Georgia,South,Office Supplies,Binders,29.84,0,13.428,0%
Second Class,Corporate,California,West,Office Supplies,Binders,49.568,0.2,17.3488,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Art,265.86,0,79.758,0%
Standard Class,Home Office,Virginia,South,Furniture,Furnishings,67.96,0,12.2328,0%
Second Class,Consumer,Indiana,Central,Office Supplies,Art,10.92,0,4.914,0%
Second Class,Consumer,Indiana,Central,Technology,Machines,83.9,0,22.653,0%
Second Class,Consumer,Indiana,Central,Office Supplies,Appliances,19.75,0,5.135,0%
Second Class,Consumer,Indiana,Central,Technology,Accessories,393.54,0,165.2868,0%
Standard Class,Home Office,Arizona,West,Furniture,Furnishings,46.872,0.2,3.5154,0.1-0.4%
Second Class,Consumer,Connecticut,East,Office Supplies,Storage,10.9,0,2.834,0%
Second Class,Consumer,Connecticut,East,Office Supplies,Paper,79.92,0,37.5624,0%
Second Class,Consumer,Connecticut,East,Office Supplies,Paper,146.82,0,73.41,0%
First Class,Home Office,Wisconsin,Central,Office Supplies,Binders,3.6,0,1.728,0%
Standard Class,Home Office,California,West,Furniture,Furnishings,20.04,0,8.8176,0%
Standard Class,Consumer,Illinois,Central,Office Supplies,Storage,180.016,0.2,-15.7514,0.1-0.4%
Standard Class,Consumer,Illinois,Central,Furniture,Furnishings,41.552,0.6,-19.7372,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Office Supplies,Art,13.12,0.2,1.476,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Storage,1117.92,0,55.896,0%
Second Class,Corporate,California,West,Technology,Accessories,111.96,0,21.2724,0%
